Timestamp         Segment            Send            Recv           Phase            cwnd        ssthresh                canSend = 75
15.317           15601            Send               -      SLOW START             150             150                canSend = 75
15.317           15676            Send               -      SLOW START             150             150                canSend = 0
15.358           15676               -             ACK     CONG. AVOID             225             150                canSend = 150
15.358           15751            Send               -     CONG. AVOID             225             150                canSend = 75
15.358           15826            Send               -     CONG. AVOID             225             150                canSend = 0
15.368           15751               -             ACK     CONG. AVOID             250             150                canSend = 100
15.368           15901            Send               -     CONG. AVOID             250             150                canSend = 25
15.409           15901               -             ACK     CONG. AVOID             272             150                canSend = 197
15.409           15976            Send               -     CONG. AVOID             272             150                canSend = 122
15.409           16051            Send               -     CONG. AVOID             272             150                canSend = 47
15.419           15976               -             ACK     CONG. AVOID             292             150                canSend = 142
15.419           16126            Send               -     CONG. AVOID             292             150                canSend = 67
15.449           16051               -             ACK     CONG. AVOID             311             150                canSend = 161
15.450           16201            Send               -     CONG. AVOID             311             150                canSend = 86
15.450           16276            Send               -     CONG. AVOID             311             150                canSend = 11
15.460           16126               -             ACK     CONG. AVOID             329             150                canSend = 104
15.460           16351            Send               -     CONG. AVOID             329             150                canSend = 29
15.470           16201               -             ACK     CONG. AVOID             346             150                canSend = 121
15.470           16426            Send               -     CONG. AVOID             346             150                canSend = 46
15.490           16276               -             ACK     CONG. AVOID             362             150                canSend = 137
15.490           16501            Send               -     CONG. AVOID             362             150                canSend = 62
15.511           16426               -             ACK     CONG. AVOID             377             150                canSend = 227
15.511           16576            Send               -     CONG. AVOID             377             150                canSend = 152
15.511           16651            Send               -     CONG. AVOID             377             150                canSend = 77
message dropped.
15.511           16726            Send               -     CONG. AVOID             377             150                canSend = 2
15.521           16501               -             ACK     CONG. AVOID             391             150                canSend = 91
15.521           16801            Send               -     CONG. AVOID             391             150                canSend = 16
15.531           16576               -             ACK     CONG. AVOID             405             150                canSend = 105
15.531           16876            Send               -     CONG. AVOID             405             150                canSend = 30
15.552           16651               -             ACK     CONG. AVOID             418             150                canSend = 118
15.552           16951            Send               -     CONG. AVOID             418             150                canSend = 43
15.572           16726               -             ACK     CONG. AVOID             431             150                canSend = 131
message dropped.
15.572           17026            Send               -     CONG. AVOID             431             150                canSend = 56
15.582           16726               -             ACK     CONG. AVOID             431             150                canSend = 56
15.592           16726               -             ACK     CONG. AVOID             431             150                canSend = 56
15.943           16726            Send               -      SLOW START              75             215                canSend = 0
15.984           17026               -             ACK      SLOW START             150             215                canSend = 75
15.984           17101            Send               -      SLOW START             150             215                canSend = 0
16.250           17026               -             ACK      SLOW START             150             215                canSend = 0
16.375           17026            Send               -      SLOW START              75             150                canSend = 0
16.416           17176               -             ACK      SLOW START             150             150                canSend = 150
16.416           17176            Send               -      SLOW START             150             150                canSend = 75
16.416           17251            Send               -      SLOW START             150             150                canSend = 0
16.457           17251               -             ACK     CONG. AVOID             225             150                canSend = 150
16.457           17326            Send               -     CONG. AVOID             225             150                canSend = 75
16.457           17401            Send               -     CONG. AVOID             225             150                canSend = 0
16.467           17326               -             ACK     CONG. AVOID             250             150                canSend = 100
16.467           17476            Send               -     CONG. AVOID             250             150                canSend = 25
16.508           17476               -             ACK     CONG. AVOID             272             150                canSend = 197
16.508           17551            Send               -     CONG. AVOID             272             150                canSend = 122
16.508           17626            Send               -     CONG. AVOID             272             150                canSend = 47
16.548           17626               -             ACK     CONG. AVOID             292             150                canSend = 217
message dropped.
16.548           17701            Send               -     CONG. AVOID             292             150                canSend = 142
16.548           17776            Send               -     CONG. AVOID             292             150                canSend = 67
16.558           17701               -             ACK     CONG. AVOID             311             150                canSend = 161
message dropped.
16.559           17851            Send               -     CONG. AVOID             311             150                canSend = 86
16.559           17926            Send               -     CONG. AVOID             311             150                canSend = 11
16.589           17701               -             ACK     CONG. AVOID             311             150                canSend = 11
16.599           17701               -             ACK     CONG. AVOID             311             150                canSend = 11
16.950           17701            Send               -      SLOW START              75             155                canSend = 0
16.991           17851               -             ACK      SLOW START             150             155                canSend = 0
17.341           17851            Send               -      SLOW START              75             150                canSend = 0
17.382           18001               -             ACK      SLOW START             150             150                canSend = 150
17.382           18001            Send               -      SLOW START             150             150                canSend = 75
message dropped.
17.382           18076            Send               -      SLOW START             150             150                canSend = 0
17.423           18076               -             ACK     CONG. AVOID             225             150                canSend = 150
17.423           18151            Send               -     CONG. AVOID             225             150                canSend = 75
17.423           18226            Send               -     CONG. AVOID             225             150                canSend = 0
17.463           18076               -             ACK     CONG. AVOID             225             150                canSend = 0
17.473           18076               -             ACK     CONG. AVOID             225             150                canSend = 0
17.824           18076            Send               -      SLOW START              75             150                canSend = 0
17.865           18301               -             ACK      SLOW START             150             150                canSend = 150
message dropped.
17.865           18301            Send               -      SLOW START             150             150                canSend = 75
17.865           18376            Send               -      SLOW START             150             150                canSend = 0
17.905           18301               -             ACK      SLOW START             150             150                canSend = 0
18.255           18301            Send               -      SLOW START              75             150                canSend = 0
18.296           18451               -             ACK      SLOW START             150             150                canSend = 150
18.296           18451            Send               -      SLOW START             150             150                canSend = 75
18.296           18526            Send               -      SLOW START             150             150                canSend = 0
18.339           18526               -             ACK     CONG. AVOID             225             150                canSend = 150
18.339           18601            Send               -     CONG. AVOID             225             150                canSend = 75
message dropped.
18.339           18676            Send               -     CONG. AVOID             225             150                canSend = 0
18.349           18601               -             ACK     CONG. AVOID             250             150                canSend = 100
18.349           18751            Send               -     CONG. AVOID             250             150                canSend = 25
18.391           18676               -             ACK     CONG. AVOID             272             150                canSend = 122
18.391           18826            Send               -     CONG. AVOID             272             150                canSend = 47
18.402           18676               -             ACK     CONG. AVOID             272             150                canSend = 47
18.432           18676               -             ACK     CONG. AVOID             272             150                canSend = 47
18.782           18676            Send               -      SLOW START              75             150                canSend = 0
18.823           18901               -             ACK      SLOW START             150             150                canSend = 150
18.823           18901            Send               -      SLOW START             150             150                canSend = 75
18.823           18976            Send               -      SLOW START             150             150                canSend = 0
18.863           18976               -             ACK     CONG. AVOID             225             150                canSend = 150
18.864           19051            Send               -     CONG. AVOID             225             150                canSend = 75
18.864           19126            Send               -     CONG. AVOID             225             150                canSend = 0
18.904           19126               -             ACK     CONG. AVOID             250             150                canSend = 175
18.904           19201            Send               -     CONG. AVOID             250             150                canSend = 100
18.904           19276            Send               -     CONG. AVOID             250             150                canSend = 25
18.914           19201               -             ACK     CONG. AVOID             272             150                canSend = 122
18.914           19351            Send               -     CONG. AVOID             272             150                canSend = 47
18.946           19276               -             ACK     CONG. AVOID             292             150                canSend = 142
18.946           19426            Send               -     CONG. AVOID             292             150                canSend = 67
18.966           19426               -             ACK     CONG. AVOID             311             150                canSend = 236
18.966           19501            Send               -     CONG. AVOID             311             150                canSend = 161
18.966           19576            Send               -     CONG. AVOID             311             150                canSend = 86
18.966           19651            Send               -     CONG. AVOID             311             150                canSend = 11
18.987           19501               -             ACK     CONG. AVOID             329             150                canSend = 104
18.987           19726            Send               -     CONG. AVOID             329             150                canSend = 29
19.700           19576               -             ACK     CONG. AVOID             346             150                canSend = 121
19.700           19801            Send               -     CONG. AVOID             346             150                canSend = 46
19.170           19651               -             ACK     CONG. AVOID             362             150                canSend = 137
19.170           19876            Send               -     CONG. AVOID             362             150                canSend = 62
19.270           19726               -             ACK     CONG. AVOID             377             150                canSend = 152
19.270           19951            Send               -     CONG. AVOID             377             150                canSend = 77
19.270           20026            Send               -     CONG. AVOID             377             150                canSend = 2
19.380           19801               -             ACK     CONG. AVOID             391             150                canSend = 91
19.380           20101            Send               -     CONG. AVOID             391             150                canSend = 16
19.480           19876               -             ACK     CONG. AVOID             405             150                canSend = 105
19.480           20176            Send               -     CONG. AVOID             405             150                canSend = 30
19.580           19951               -             ACK     CONG. AVOID             418             150                canSend = 118
19.580           20251            Send               -     CONG. AVOID             418             150                canSend = 43
19.680           20026               -             ACK     CONG. AVOID             431             150                canSend = 131
19.690           20326            Send               -     CONG. AVOID             431             150                canSend = 56
19.790           20101               -             ACK     CONG. AVOID             444             150                canSend = 144
19.790           20401            Send               -     CONG. AVOID             444             150                canSend = 69
19.990           20251               -             ACK     CONG. AVOID             456             150                canSend = 231
19.990           20476            Send               -     CONG. AVOID             456             150                canSend = 156
19.990           20551            Send               -     CONG. AVOID             456             150                canSend = 81
19.990           20626            Send               -     CONG. AVOID             456             150                canSend = 6
19.120           20401               -             ACK     CONG. AVOID             468             150                canSend = 168
19.120           20701            Send               -     CONG. AVOID             468             150                canSend = 93
message dropped.
19.120           20776            Send               -     CONG. AVOID             468             150                canSend = 18
19.130           20476               -             ACK     CONG. AVOID             480             150                canSend = 105
19.130           20851            Send               -     CONG. AVOID             480             150                canSend = 30
19.140           20551               -             ACK     CONG. AVOID             491             150                canSend = 116
19.140           20926            Send               -     CONG. AVOID             491             150                canSend = 41
19.151           20626               -             ACK     CONG. AVOID             502             150                canSend = 127
message dropped.
19.151           21001            Send               -     CONG. AVOID             502             150                canSend = 52
19.171           20776               -             ACK     CONG. AVOID             513             150                canSend = 213
19.171           21076            Send               -     CONG. AVOID             513             150                canSend = 138
19.171           21151            Send               -     CONG. AVOID             513             150                canSend = 63
19.181           20776               -             ACK     CONG. AVOID             513             150                canSend = 63
19.191           20776               -             ACK     CONG. AVOID             513             150                canSend = 63
19.222           20776               -             ACK     CONG. AVOID             513             150                canSend = 63
19.222           20776            Send               -   FAST RETRANS.             481             256                canSend = 0
19.262           21001               -             ACK      SLOW START             256             256                canSend = 31
19.613           21001            Send               -      SLOW START              75             150                canSend = 0
19.654           21226               -             ACK      SLOW START             150             150                canSend = 150
19.654           21226            Send               -      SLOW START             150             150                canSend = 75
19.654           21301            Send               -      SLOW START             150             150                canSend = 0
19.694           21301               -             ACK     CONG. AVOID             225             150                canSend = 150
19.695           21376            Send               -     CONG. AVOID             225             150                canSend = 75
19.695           21451            Send               -     CONG. AVOID             225             150                canSend = 0
19.705           21376               -             ACK     CONG. AVOID             250             150                canSend = 100
19.705           21526            Send               -     CONG. AVOID             250             150                canSend = 25
19.746           21526               -             ACK     CONG. AVOID             272             150                canSend = 197
19.746           21601            Send               -     CONG. AVOID             272             150                canSend = 122
19.746           21676            Send               -     CONG. AVOID             272             150                canSend = 47
19.756           21601               -             ACK     CONG. AVOID             292             150                canSend = 142
19.756           21751            Send               -     CONG. AVOID             292             150                canSend = 67
19.787           21676               -             ACK     CONG. AVOID             311             150                canSend = 161
19.787           21826            Send               -     CONG. AVOID             311             150                canSend = 86
19.787           21901            Send               -     CONG. AVOID             311             150                canSend = 11
19.797           21751               -             ACK     CONG. AVOID             329             150                canSend = 104
19.797           21976            Send               -     CONG. AVOID             329             150                canSend = 29
19.807           21826               -             ACK     CONG. AVOID             346             150                canSend = 121
19.807           22051            Send               -     CONG. AVOID             346             150                canSend = 46
19.828           21901               -             ACK     CONG. AVOID             362             150                canSend = 137
19.828           22126            Send               -     CONG. AVOID             362             150                canSend = 62
19.838           21976               -             ACK     CONG. AVOID             377             150                canSend = 152
19.838           22201            Send               -     CONG. AVOID             377             150                canSend = 77
19.838           22276            Send               -     CONG. AVOID             377             150                canSend = 2
19.848           22051               -             ACK     CONG. AVOID             391             150                canSend = 91
19.848           22351            Send               -     CONG. AVOID             391             150                canSend = 16
19.858           22126               -             ACK     CONG. AVOID             405             150                canSend = 105
19.858           22426            Send               -     CONG. AVOID             405             150                canSend = 30
19.869           22201               -             ACK     CONG. AVOID             418             150                canSend = 118
19.869           22501            Send               -     CONG. AVOID             418             150                canSend = 43
19.879           22276               -             ACK     CONG. AVOID             431             150                canSend = 131
19.879           22576            Send               -     CONG. AVOID             431             150                canSend = 56
19.889           22351               -             ACK     CONG. AVOID             444             150                canSend = 144
19.889           22651            Send               -     CONG. AVOID             444             150                canSend = 69
19.899           22426               -             ACK     CONG. AVOID             456             150                canSend = 156
19.899           22726            Send               -     CONG. AVOID             456             150                canSend = 81
19.899           22801            Send               -     CONG. AVOID             456             150                canSend = 6
19.910           22501               -             ACK     CONG. AVOID             468             150                canSend = 93
19.910           22876            Send               -     CONG. AVOID             468             150                canSend = 18
19.920           22576               -             ACK     CONG. AVOID             480             150                canSend = 105
19.920           22951            Send               -     CONG. AVOID             480             150                canSend = 30
19.930           22651               -             ACK     CONG. AVOID             491             150                canSend = 116
19.930           23026            Send               -     CONG. AVOID             491             150                canSend = 41
19.940           22726               -             ACK     CONG. AVOID             502             150                canSend = 127
19.940           23101            Send               -     CONG. AVOID             502             150                canSend = 52
19.951           22801               -             ACK     CONG. AVOID             513             150                canSend = 138
19.951           23176            Send               -     CONG. AVOID             513             150                canSend = 63
19.961           22876               -             ACK     CONG. AVOID             523             150                canSend = 148
19.961           23251            Send               -     CONG. AVOID             523             150                canSend = 73
19.971           22951               -             ACK     CONG. AVOID             533             150                canSend = 158
19.971           23326            Send               -     CONG. AVOID             533             150                canSend = 83
19.971           23401            Send               -     CONG. AVOID             533             150                canSend = 8
19.981           23026               -             ACK     CONG. AVOID             543             150                canSend = 93
19.981           23476            Send               -     CONG. AVOID             543             150                canSend = 18
19.991           23101               -             ACK     CONG. AVOID             553             150                canSend = 103
19.991           23551            Send               -     CONG. AVOID             553             150                canSend = 28
20.100           23176               -             ACK     CONG. AVOID             563             150                canSend = 113
20.100           23626            Send               -     CONG. AVOID             563             150                canSend = 38
20.110           23251               -             ACK     CONG. AVOID             572             150                canSend = 122
20.110           23701            Send               -     CONG. AVOID             572             150                canSend = 47
20.210           23326               -             ACK     CONG. AVOID             581             150                canSend = 131
message dropped.
20.220           23776            Send               -     CONG. AVOID             581             150                canSend = 56
20.320           23401               -             ACK     CONG. AVOID             590             150                canSend = 140
20.320           23851            Send               -     CONG. AVOID             590             150                canSend = 65
20.420           23476               -             ACK     CONG. AVOID             599             150                canSend = 149
20.420           23926            Send               -     CONG. AVOID             599             150                canSend = 74
20.520           23551               -             ACK     CONG. AVOID             608             150                canSend = 158
20.520           24001            Send               -     CONG. AVOID             608             150                canSend = 83
20.520           24076            Send               -     CONG. AVOID             608             150                canSend = 8
20.720           23701               -             ACK     CONG. AVOID             617             150                canSend = 167
20.720           24151            Send               -     CONG. AVOID             617             150                canSend = 92
20.720           24226            Send               -     CONG. AVOID             617             150                canSend = 17
20.820           23776               -             ACK     CONG. AVOID             626             150                canSend = 101
20.820           24301            Send               -     CONG. AVOID             626             150                canSend = 26
20.102           23776               -             ACK     CONG. AVOID             626             150                canSend = 26
20.113           23776               -             ACK     CONG. AVOID             626             150                canSend = 26
20.123           23776               -             ACK     CONG. AVOID             626             150                canSend = 26
message dropped.
20.123           23776            Send               -   FAST RETRANS.             538             313                canSend = 0
20.133           23776               -             ACK   FAST RETRANS.             538             313                canSend = 0
20.143           23776               -             ACK   FAST RETRANS.             538             313                canSend = 0
20.153           23776               -             ACK   FAST RETRANS.             538             313                canSend = 0
20.504           23776            Send               -   FAST RETRANS.              75             269                canSend = 0
20.544           24376               -             ACK      SLOW START             269             269                canSend = 269
20.544           24376            Send               -      SLOW START             269             269                canSend = 194
20.544           24451            Send               -      SLOW START             269             269                canSend = 119
20.544           24526            Send               -      SLOW START             269             269                canSend = 44
20.585           24451               -             ACK     CONG. AVOID             344             269                canSend = 194
20.585           24601            Send               -     CONG. AVOID             344             269                canSend = 119
20.585           24676            Send               -     CONG. AVOID             344             269                canSend = 44
20.595           24526               -             ACK     CONG. AVOID             360             269                canSend = 135
20.596           24751            Send               -     CONG. AVOID             360             269                canSend = 60
20.606           24601               -             ACK     CONG. AVOID             375             269                canSend = 150
20.606           24826            Send               -     CONG. AVOID             375             269                canSend = 75
20.606           24901            Send               -     CONG. AVOID             375             269                canSend = 0
20.626           24676               -             ACK     CONG. AVOID             390             269                canSend = 90
20.626           24976            Send               -     CONG. AVOID             390             269                canSend = 15
20.636           24751               -             ACK     CONG. AVOID             404             269                canSend = 104
20.636           25051            Send               -     CONG. AVOID             404             269                canSend = 29
20.646           24826               -             ACK     CONG. AVOID             417             269                canSend = 117
20.646           25126            Send               -     CONG. AVOID             417             269                canSend = 42
20.657           24901               -             ACK     CONG. AVOID             430             269                canSend = 130
20.657           25201            Send               -     CONG. AVOID             430             269                canSend = 55
20.667           24976               -             ACK     CONG. AVOID             443             269                canSend = 143
20.667           25276            Send               -     CONG. AVOID             443             269                canSend = 68
20.677           25051               -             ACK     CONG. AVOID             455             269                canSend = 155
20.677           25351            Send               -     CONG. AVOID             455             269                canSend = 80
20.677           25426            Send               -     CONG. AVOID             455             269                canSend = 5
20.687           25126               -             ACK     CONG. AVOID             467             269                canSend = 92
20.687           25501            Send               -     CONG. AVOID             467             269                canSend = 17
20.697           25201               -             ACK     CONG. AVOID             479             269                canSend = 104
20.697           25576            Send               -     CONG. AVOID             479             269                canSend = 29
20.707           25276               -             ACK     CONG. AVOID             490             269                canSend = 115
message dropped.
20.707           25651            Send               -     CONG. AVOID             490             269                canSend = 40
20.717           25351               -             ACK     CONG. AVOID             501             269                canSend = 126
20.717           25726            Send               -     CONG. AVOID             501             269                canSend = 51
20.727           25426               -             ACK     CONG. AVOID             512             269                canSend = 137
20.728           25801            Send               -     CONG. AVOID             512             269                canSend = 62
20.738           25501               -             ACK     CONG. AVOID             522             269                canSend = 147
20.738           25876            Send               -     CONG. AVOID             522             269                canSend = 72
20.748           25576               -             ACK     CONG. AVOID             532             269                canSend = 157
20.748           25951            Send               -     CONG. AVOID             532             269                canSend = 82
20.748           26026            Send               -     CONG. AVOID             532             269                canSend = 7
20.758           25651               -             ACK     CONG. AVOID             542             269                canSend = 92
20.758           26101            Send               -     CONG. AVOID             542             269                canSend = 17
20.768           25651               -             ACK     CONG. AVOID             542             269                canSend = 17
20.778           25651               -             ACK     CONG. AVOID             542             269                canSend = 17
20.788           25651               -             ACK     CONG. AVOID             542             269                canSend = 17
20.788           25651            Send               -   FAST RETRANS.             496             271                canSend = 0
20.799           25651               -             ACK   FAST RETRANS.             496             271                canSend = 0
20.809           25651               -             ACK   FAST RETRANS.             496             271                canSend = 0
20.819           25651               -             ACK   FAST RETRANS.             496             271                canSend = 0
20.829           26176               -             ACK      SLOW START             271             271                canSend = 271
20.829           26176            Send               -      SLOW START             271             271                canSend = 196
20.829           26251            Send               -      SLOW START             271             271                canSend = 121
20.829           26326            Send               -      SLOW START             271             271                canSend = 46
20.870           26251               -             ACK     CONG. AVOID             346             271                canSend = 196
20.870           26401            Send               -     CONG. AVOID             346             271                canSend = 121
20.870           26476            Send               -     CONG. AVOID             346             271                canSend = 46
20.880           26326               -             ACK     CONG. AVOID             362             271                canSend = 137
20.880           26551            Send               -     CONG. AVOID             362             271                canSend = 62
20.891           26401               -             ACK     CONG. AVOID             377             271                canSend = 152
20.891           26626            Send               -     CONG. AVOID             377             271                canSend = 77
20.891           26701            Send               -     CONG. AVOID             377             271                canSend = 2
20.911           26476               -             ACK     CONG. AVOID             391             271                canSend = 91
20.911           26776            Send               -     CONG. AVOID             391             271                canSend = 16
20.921           26551               -             ACK     CONG. AVOID             405             271                canSend = 105
20.921           26851            Send               -     CONG. AVOID             405             271                canSend = 30
20.921           26926            Send               -     CONG. AVOID             405             271                canSend = 0
20.931           26626               -             ACK     CONG. AVOID             418             271                canSend = 88
20.941           26701               -             ACK     CONG. AVOID             431             271                canSend = 176
20.962           26851               -             ACK     CONG. AVOID             444             271                canSend = 339
20.972           26926               -             ACK     CONG. AVOID             456             271                canSend = 426
message dropped.
Timestamp         Segment            Send            Recv           Phase            cwnd        ssthresh                canSend = 75
---------------------------------------------------------------------------------------------------------

